,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
734,MONTE ALTO ISD,108915,G,Non-metropolitan Stable,41,Rural-Fringe,N
735,MONTESSORI FOR ALL,227826,I,Charter School Districts,11,City-Large,Y
736,MONTGOMERY ISD,170903,D,Other Central City Suburban,41,Rural-Fringe,N
737,MOODY ISD,161910,H,Rural,42,Rural-Distant,N
738,MORAN ISD,209902,H,Rural,43,Rural-Remote,N
739,MORGAN ISD,18903,H,Rural,43,Rural-Remote,N
740,MORGAN MILL ISD,72910,H,Rural,43,Rural-Remote,N
741,MORTON ISD,40901,H,Rural,43,Rural-Remote,N
742,MOTLEY COUNTY ISD,173901,H,Rural,43,Rural-Remote,N
743,MOULTON ISD,143902,H,Rural,43,Rural-Remote,N
744,MOUNT CALM ISD,109910,H,Rural,42,Rural-Distant,N
745,MOUNT ENTERPRISE ISD,201907,H,Rural,43,Rural-Remote,N
746,MOUNT PLEASANT ISD,225902,E,Independent Town,33,Town-Remote,N
747,MOUNT VERNON ISD,80901,G,Non-metropolitan Stable,33,Town-Remote,N
748,MUENSTER ISD,49902,H,Rural,43,Rural-Remote,N
749,MULESHOE ISD,9901,G,Non-metropolitan Stable,33,Town-Remote,N
750,MULLIN ISD,167902,H,Rural,33,Town-Remote,N
751,MUMFORD ISD,198906,H,Rural,42,Rural-Distant,N
752,MUNDAY CISD,138903,H,Rural,43,Rural-Remote,N
753,MURCHISON ISD,107908,H,Rural,42,Rural-Distant,N
754,NACOGDOCHES ISD,174904,E,Independent Town,33,Town-Remote,N
755,NATALIA ISD,163903,G,Non-metropolitan Stable,41,Rural-Fringe,N
756,NAVARRO ISD,94903,D,Other Central City Suburban,41,Rural-Fringe,N
757,NAVASOTA ISD,93904,D,Other Central City Suburban,32,Town-Distant,N
758,NAZARETH ISD,35903,H,Rural,43,Rural-Remote,N
759,NECHES ISD,1906,H,Rural,42,Rural-Distant,N
760,NEDERLAND ISD,123905,D,Other Central City Suburban,22,Suburb-Midsize,N
761,NEEDVILLE ISD,79906,D,Other Central City Suburban,41,Rural-Fringe,N
762,NEW BOSTON ISD,19905,G,Non-metropolitan Stable,32,Town-Distant,N
763,NEW BRAUNFELS ISD,46901,C,Other Central City,13,City-Small,N
764,NEW CANEY ISD,170908,D,Other Central City Suburban,21,Suburb-Large,N
765,NEW DEAL ISD,152902,H,Rural,41,Rural-Fringe,N
766,NEW DIANA ISD,230906,D,Other Central City Suburban,42,Rural-Distant,N
767,NEW FRONTIERS PUBLIC SCHOOLS INC,15805,I,Charter School Districts,11,City-Large,Y
768,NEW HOME ISD,153905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
769,NEW SUMMERFIELD ISD,37908,H,Rural,42,Rural-Distant,N
770,NEW WAVERLY ISD,236901,G,Non-metropolitan Stable,41,Rural-Fringe,N
771,NEWCASTLE ISD,252902,H,Rural,42,Rural-Distant,N
772,NEWMAN INTERNATIONAL ACADEMY OF AR,220817,I,Charter School Districts,11,City-Large,Y
773,NEWTON ISD,176902,G,Non-metropolitan Stable,43,Rural-Remote,N
774,NIXON-SMILEY CISD,89903,G,Non-metropolitan Stable,43,Rural-Remote,N
775,NOCONA ISD,169902,H,Rural,33,Town-Remote,N
776,NORDHEIM ISD,62902,H,Rural,43,Rural-Remote,N
777,NORMANGEE ISD,145906,H,Rural,43,Rural-Remote,N
778,NORTH EAST ISD,15910,A,Major Urban,11,City-Large,N
779,NORTH HOPKINS ISD,112906,H,Rural,42,Rural-Distant,N
780,NORTH LAMAR ISD,139911,G,Non-metropolitan Stable,41,Rural-Fringe,N
781,NORTH TEXAS COLLEGIATE ACADEMY,61802,I,Charter School Districts,21,Suburb-Large,Y
782,NORTH ZULCH ISD,154903,H,Rural,42,Rural-Distant,N
783,NORTHSIDE ISD,15915,A,Major Urban,11,City-Large,N
784,NORTHSIDE ISD,244905,H,Rural,42,Rural-Distant,N
785,NORTHWEST ISD,61911,D,Other Central City Suburban,41,Rural-Fringe,N
786,NOVA ACADEMY,57809,I,Charter School Districts,11,City-Large,Y
787,NOVA ACADEMY SOUTHEAST,57827,I,Charter School Districts,11,City-Large,Y
788,NUECES CANYON CISD,69902,H,Rural,43,Rural-Remote,N
789,NURSERY ISD,235904,H,Rural,41,Rural-Fringe,N
790,NYOS CHARTER SCHOOL,227804,I,Charter School Districts,11,City-Large,Y
791,O'DONNELL ISD,153903,H,Rural,43,Rural-Remote,N
792,OAKWOOD ISD,145907,H,Rural,43,Rural-Remote,N
793,ODEM-EDROY ISD,205905,H,Rural,31,Town-Fringe,N
794,ODYSSEY ACADEMY INC,84802,I,Charter School Districts,31,Town-Fringe,Y
795,OGLESBY ISD,50904,H,Rural,42,Rural-Distant,N
796,OLFEN ISD,200906,H,Rural,42,Rural-Distant,N
797,OLNEY ISD,252903,H,Rural,32,Town-Distant,N
798,OLTON ISD,140905,H,Rural,43,Rural-Remote,N
799,ONALASKA ISD,187910,F,Non-metropolitan Fast Growing,32,Town-Distant,N
800,ORANGE GROVE ISD,125903,G,Non-metropolitan Stable,42,Rural-Distant,N
801,ORANGEFIELD ISD,181905,D,Other Central City Suburban,41,Rural-Fringe,N
802,ORE CITY ISD,230903,G,Non-metropolitan Stable,42,Rural-Distant,N
803,ORENDA CHARTER SCHOOL,14804,I,Charter School Districts,41,Rural-Fringe,Y
804,OVERTON ISD,201908,H,Rural,42,Rural-Distant,N
805,PADUCAH ISD,51901,H,Rural,43,Rural-Remote,N
806,PAINT CREEK ISD,104907,H,Rural,42,Rural-Distant,N
807,PAINT ROCK ISD,48903,H,Rural,43,Rural-Remote,N
808,PALACIOS ISD,158905,G,Non-metropolitan Stable,33,Town-Remote,N
809,PALESTINE ISD,1907,E,Independent Town,32,Town-Distant,N
810,PALMER ISD,70910,D,Other Central City Suburban,41,Rural-Fringe,N
811,PALO PINTO ISD,182906,H,Rural,42,Rural-Distant,N
812,PAMPA ISD,90904,G,Non-metropolitan Stable,33,Town-Remote,N
813,PANHANDLE ISD,33902,H,Rural,42,Rural-Distant,N
814,PANOLA CHARTER SCHOOL,183801,I,Charter School Districts,32,Town-Distant,Y
815,PANTHER CREEK CISD,42905,H,Rural,43,Rural-Remote,N
816,PARADISE ISD,249906,G,Non-metropolitan Stable,42,Rural-Distant,N
817,PARIS ISD,139909,E,Independent Town,33,Town-Remote,N
818,PASADENA ISD,101917,B,Major Suburban,21,Suburb-Large,N
819,PATTON SPRINGS ISD,63906,H,Rural,43,Rural-Remote,N
820,PAWNEE ISD,13902,F,Non-metropolitan Fast Growing,43,Rural-Remote,N
821,PEARLAND ISD,20908,B,Major Suburban,21,Suburb-Large,N
822,PEARSALL ISD,82903,G,Non-metropolitan Stable,33,Town-Remote,N
823,PEASTER ISD,184908,D,Other Central City Suburban,42,Rural-Distant,N
824,PECOS-BARSTOW-TOYAH ISD,195901,G,Non-metropolitan Stable,33,Town-Remote,N
825,PEGASUS SCHOOL OF LIBERAL ARTS AND,57802,I,Charter School Districts,11,City-Large,Y
826,PENELOPE ISD,109914,H,Rural,42,Rural-Distant,N
827,PERRIN-WHITT CISD,119903,H,Rural,43,Rural-Remote,N
828,PERRYTON ISD,179901,G,Non-metropolitan Stable,33,Town-Remote,N
829,PETERSBURG ISD,95904,H,Rural,42,Rural-Distant,N
830,PETROLIA CISD,39903,H,Rural,42,Rural-Distant,N
831,PETTUS ISD,13903,H,Rural,42,Rural-Distant,N
832,PEWITT CISD,172905,H,Rural,42,Rural-Distant,N
833,PFLUGERVILLE ISD,227904,B,Major Suburban,21,Suburb-Large,N
834,PHARR-SAN JUAN-ALAMO ISD,108909,C,Other Central City,21,Suburb-Large,N
835,PILOT POINT ISD,61903,D,Other Central City Suburban,31,Town-Fringe,N
836,PINE TREE ISD,92904,D,Other Central City Suburban,13,City-Small,N
837,PINEYWOODS COMMUNITY ACADEMY,3801,I,Charter School Districts,33,Town-Remote,Y
838,PIONEER TECHNOLOGY & ARTS ACADEMY,57850,I,Charter School Districts,21,Suburb-Large,Y
839,PITTSBURG ISD,32902,G,Non-metropolitan Stable,32,Town-Distant,N
840,PLAINS ISD,251902,H,Rural,43,Rural-Remote,N
841,PLAINVIEW ISD,95905,E,Independent Town,33,Town-Remote,N
842,PLANO ISD,43910,B,Major Suburban,11,City-Large,N
843,PLEASANT GROVE ISD,19912,G,Non-metropolitan Stable,13,City-Small,N
844,PLEASANTON ISD,7905,E,Independent Town,32,Town-Distant,N
845,PLEMONS-STINNETT-PHILLIPS CISD,117904,H,Rural,42,Rural-Distant,N
846,POINT ISABEL ISD,31909,D,Other Central City Suburban,32,Town-Distant,N
847,PONDER ISD,61906,D,Other Central City Suburban,42,Rural-Distant,N
848,POOLVILLE ISD,184901,H,Rural,42,Rural-Distant,N
849,POR VIDA ACADEMY,15801,I,Charter School Districts,11,City-Large,Y
850,PORT ARANSAS ISD,178908,H,Rural,42,Rural-Distant,N
851,PORT ARTHUR ISD,123907,D,Other Central City Suburban,13,City-Small,N
852,PORT NECHES-GROVES ISD,123908,D,Other Central City Suburban,22,Suburb-Midsize,N
853,POSITIVE SOLUTIONS CHARTER SCHOOL,15814,I,Charter School Districts,11,City-Large,Y
854,POST ISD,85902,H,Rural,32,Town-Distant,N
855,POTEET ISD,7906,G,Non-metropolitan Stable,32,Town-Distant,N
856,POTH ISD,247904,H,Rural,42,Rural-Distant,N
857,POTTSBORO ISD,91913,D,Other Central City Suburban,23,Suburb-Small,N
858,PRAIRIE LEA ISD,28906,H,Rural,42,Rural-Distant,N
859,PRAIRIE VALLEY ISD,169909,H,Rural,42,Rural-Distant,N
860,PRAIRILAND ISD,139912,G,Non-metropolitan Stable,42,Rural-Distant,N
861,PREMIER HIGH SCHOOLS,72801,I,Charter School Districts,11,City-Large,Y
862,PREMONT ISD,125905,F,Non-metropolitan Fast Growing,41,Rural-Fringe,N
863,PRESIDIO ISD,189902,G,Non-metropolitan Stable,33,Town-Remote,N
864,PRIDDY ISD,167904,H,Rural,43,Rural-Remote,N
865,PRINCETON ISD,43911,F,Non-metropolitan Fast Growing,22,Suburb-Midsize,N
866,PRINGLE-MORSE CISD,98903,H,Rural,43,Rural-Remote,N
867,PRIORITY CHARTER SCHOOLS,14803,I,Charter School Districts,22,Suburb-Midsize,Y
868,PROGRESO ISD,108910,G,Non-metropolitan Stable,21,Suburb-Large,N
869,PROMESA ACADEMY CHARTER SCHOOL,15839,,,11,City-Large,Y
870,PROMESA PUBLIC SCHOOLS,227824,I,Charter School Districts,11,City-Large,Y
871,PROMISE COMMUNITY SCHOOL,101853,I,Charter School Districts,11,City-Large,Y
872,PROSPER ISD,43912,D,Other Central City Suburban,41,Rural-Fringe,N
873,QUANAH ISD,99903,H,Rural,43,Rural-Remote,N
874,QUEEN CITY ISD,34907,G,Non-metropolitan Stable,32,Town-Distant,N
875,QUINLAN ISD,116908,D,Other Central City Suburban,41,Rural-Fringe,N
876,QUITMAN ISD,250904,E,Independent Town,32,Town-Distant,N
877,RAINS ISD,190903,G,Non-metropolitan Stable,42,Rural-Distant,N
878,RALLS ISD,54903,H,Rural,42,Rural-Distant,N
879,RAMIREZ CSD,66005,H,Rural,43,Rural-Remote,N
880,RANCH ACADEMY,234801,I,Charter School Districts,42,Rural-Distant,Y
881,RANDOLPH FIELD ISD,15906,G,Non-metropolitan Stable,41,Rural-Fringe,N
882,RANGER ISD,67907,H,Rural,43,Rural-Remote,N
883,RANKIN ISD,231902,H,Rural,43,Rural-Remote,N
884,RAPOPORT ACADEMY PUBLIC SCHOOL,161802,I,Charter School Districts,12,City-Midsize,Y
885,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,101806,I,Charter School Districts,11,City-Large,Y
886,RAVEN SCHOOL,236801,I,Charter School Districts,42,Rural-Distant,Y
887,RAYMONDVILLE ISD,245903,D,Other Central City Suburban,32,Town-Distant,N
888,REAGAN COUNTY ISD,192901,D,Other Central City Suburban,33,Town-Remote,N
889,RED LICK ISD,19911,H,Rural,23,Suburb-Small,N
890,RED OAK ISD,70911,D,Other Central City Suburban,21,Suburb-Large,N
891,REDWATER ISD,19906,G,Non-metropolitan Stable,42,Rural-Distant,N
892,REFUGIO ISD,196903,H,Rural,32,Town-Distant,N
893,REVE PREPARATORY CHARTER SCHOOL,101876,I,Charter School Districts,11,City-Large,Y
894,RICARDO ISD,137902,H,Rural,42,Rural-Distant,N
895,RICE CISD,45903,G,Non-metropolitan Stable,42,Rural-Distant,N
896,RICE ISD,175911,D,Other Central City Suburban,42,Rural-Distant,N
897,RICHARD MILBURN ALTER HIGH SCHOOL,14801,I,Charter School Districts,12,City-Midsize,Y
898,RICHARDS ISD,93905,H,Rural,42,Rural-Distant,N
899,RICHARDSON ISD,57916,B,Major Suburban,11,City-Large,N
900,RICHLAND COLLEGIATE HIGH SCHOOL,57840,I,Charter School Districts,11,City-Large,Y
901,RICHLAND SPRINGS ISD,206902,H,Rural,43,Rural-Remote,N
902,RIESEL ISD,161912,H,Rural,42,Rural-Distant,N
903,RIO GRANDE CITY CISD,214901,D,Other Central City Suburban,41,Rural-Fringe,N
904,RIO HONDO ISD,31911,G,Non-metropolitan Stable,41,Rural-Fringe,N
905,RIO VISTA ISD,126907,H,Rural,42,Rural-Distant,N
906,RISE ACADEMY,152802,I,Charter School Districts,11,City-Large,Y
907,RISING STAR ISD,67908,H,Rural,43,Rural-Remote,N
908,RIVER ROAD ISD,188902,D,Other Central City Suburban,22,Suburb-Midsize,N
909,RIVERCREST ISD,194903,H,Rural,43,Rural-Remote,N
910,RIVIERA ISD,137903,H,Rural,43,Rural-Remote,N
911,ROBERT LEE ISD,41902,H,Rural,42,Rural-Distant,N
912,ROBINSON ISD,161922,D,Other Central City Suburban,22,Suburb-Midsize,N
913,ROBSTOWN ISD,178909,G,Non-metropolitan Stable,31,Town-Fringe,N
914,ROBY CISD,76903,H,Rural,43,Rural-Remote,N
915,ROCHELLE ISD,160904,H,Rural,42,Rural-Distant,N
916,ROCKDALE ISD,166904,E,Independent Town,32,Town-Distant,N
917,ROCKSPRINGS ISD,69901,H,Rural,43,Rural-Remote,N
918,ROCKWALL ISD,199901,C,Other Central City,21,Suburb-Large,N
919,ROGERS ISD,14907,H,Rural,42,Rural-Distant,N
920,ROMA ISD,214903,E,Independent Town,41,Rural-Fringe,N
921,ROOSEVELT ISD,152908,D,Other Central City Suburban,42,Rural-Distant,N
922,ROPES ISD,110905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
923,ROSCOE COLLEGIATE ISD,177901,H,Rural,42,Rural-Distant,N
924,ROSEBUD-LOTT ISD,73905,H,Rural,42,Rural-Distant,N
925,ROTAN ISD,76904,H,Rural,43,Rural-Remote,N
926,ROUND ROCK ISD,246909,B,Major Suburban,12,City-Midsize,N
927,ROUND TOP-CARMINE ISD,75908,H,Rural,43,Rural-Remote,N
928,ROYAL ISD,237905,D,Other Central City Suburban,41,Rural-Fringe,N
929,ROYSE CITY ISD,199902,D,Other Central City Suburban,41,Rural-Fringe,N
930,RULE ISD,104903,H,Rural,42,Rural-Distant,N
931,RUNGE ISD,128903,H,Rural,42,Rural-Distant,N
932,RUSK ISD,37907,G,Non-metropolitan Stable,41,Rural-Fringe,N
933,S AND S CISD,91914,D,Other Central City Suburban,41,Rural-Fringe,N
934,SABINAL ISD,232902,H,Rural,43,Rural-Remote,N
935,SABINE ISD,92906,D,Other Central City Suburban,41,Rural-Fringe,N
936,SABINE PASS ISD,123913,H,Rural,42,Rural-Distant,N
937,SAINT JO ISD,169911,F,Non-metropolitan Fast Growing,43,Rural-Remote,N
938,SALADO ISD,14908,D,Other Central City Suburban,42,Rural-Distant,N
939,SALTILLO ISD,112909,H,Rural,42,Rural-Distant,N
940,SAM HOUSTON STATE UNIVERSITY CHART,236802,I,Charter School Districts,21,Suburb-Large,Y
941,SAM RAYBURN ISD,74917,H,Rural,42,Rural-Distant,N
942,SAN ANGELO ISD,226903,C,Other Central City,12,City-Midsize,N
943,SAN ANTONIO ISD,15907,A,Major Urban,11,City-Large,N
944,SAN ANTONIO PREPARATORY CHARTER SC,15840,,,21,Suburb-Large,Y
945,SAN AUGUSTINE ISD,203901,H,Rural,43,Rural-Remote,N
946,SAN BENITO CISD,31912,D,Other Central City Suburban,22,Suburb-Midsize,N
947,SAN DIEGO ISD,66902,G,Non-metropolitan Stable,32,Town-Distant,N
948,SAN ELIZARIO ISD,71904,B,Major Suburban,21,Suburb-Large,N
949,SAN FELIPE-DEL RIO CISD,233901,E,Independent Town,33,Town-Remote,N
950,SAN ISIDRO ISD,214902,H,Rural,42,Rural-Distant,N
951,SAN MARCOS CISD,105902,C,Other Central City,13,City-Small,N
952,SAN PERLITA ISD,245904,H,Rural,42,Rural-Distant,N
953,SAN SABA ISD,206901,H,Rural,33,Town-Remote,N
954,SAN VICENTE ISD,22903,H,Rural,43,Rural-Remote,N
955,SANDS CISD,58909,H,Rural,43,Rural-Remote,N
956,SANFORD-FRITCH ISD,117903,H,Rural,32,Town-Distant,N
957,SANGER ISD,61908,D,Other Central City Suburban,41,Rural-Fringe,N
958,SANTA ANNA ISD,42903,H,Rural,42,Rural-Distant,N
959,SANTA FE ISD,84909,D,Other Central City Suburban,22,Suburb-Midsize,N
960,SANTA GERTRUDIS ISD,137904,F,Non-metropolitan Fast Growing,32,Town-Distant,N
961,SANTA MARIA ISD,31913,H,Rural,41,Rural-Fringe,N
962,SANTA ROSA ISD,31914,G,Non-metropolitan Stable,22,Suburb-Midsize,N
963,SANTO ISD,182904,H,Rural,43,Rural-Remote,N
964,SAVOY ISD,74911,H,Rural,42,Rural-Distant,N
965,SCHERTZ-CIBOLO-U CITY ISD,94902,C,Other Central City,21,Suburb-Large,N
966,SCHLEICHER ISD,207901,H,Rural,43,Rural-Remote,N
967,SCHOOL OF EXCELLENCE IN EDUCATION,15806,I,Charter School Districts,11,City-Large,Y
968,SCHOOL OF SCIENCE AND TECHNOLOGY,15827,I,Charter School Districts,11,City-Large,Y
969,SCHOOL OF SCIENCE AND TECHNOLOGY D,15831,I,Charter School Districts,21,Suburb-Large,Y
970,SCHULENBURG ISD,75903,H,Rural,33,Town-Remote,N
971,SCURRY-ROSSER ISD,129910,D,Other Central City Suburban,42,Rural-Distant,N
972,SEAGRAVES ISD,83901,H,Rural,43,Rural-Remote,N
973,SEALY ISD,8902,D,Other Central City Suburban,41,Rural-Fringe,N
974,SEASHORE CHARTER SCHOOLS,178808,I,Charter School Districts,11,City-Large,Y
975,SEGUIN ISD,94901,D,Other Central City Suburban,31,Town-Fringe,N
976,SEMINOLE ISD,83903,G,Non-metropolitan Stable,33,Town-Remote,N
977,SER-NINOS CHARTER SCHOOL,101802,I,Charter School Districts,11,City-Large,Y
978,SEYMOUR ISD,12901,H,Rural,43,Rural-Remote,N
979,SHALLOWATER ISD,152909,D,Other Central City Suburban,31,Town-Fringe,N
980,SHAMROCK ISD,242902,H,Rural,43,Rural-Remote,N
981,SHARYLAND ISD,108911,D,Other Central City Suburban,13,City-Small,N
982,SHELBYVILLE ISD,210903,H,Rural,42,Rural-Distant,N
983,SHELDON ISD,101924,B,Major Suburban,21,Suburb-Large,N
984,SHEPHERD ISD,204904,E,Independent Town,42,Rural-Distant,N
985,SHERMAN ISD,91906,C,Other Central City,13,City-Small,N
986,SHINER ISD,143903,H,Rural,42,Rural-Distant,N
987,SIDNEY ISD,47905,H,Rural,42,Rural-Distant,N
988,SIERRA BLANCA ISD,115902,H,Rural,43,Rural-Remote,N
989,SILSBEE ISD,100904,E,Independent Town,31,Town-Fringe,N
990,SILVERTON ISD,23902,H,Rural,43,Rural-Remote,N
991,SIMMS ISD,19909,H,Rural,42,Rural-Distant,N
992,SINTON ISD,205906,E,Independent Town,32,Town-Distant,N
993,SIVELLS BEND ISD,49909,H,Rural,43,Rural-Remote,N
994,SKIDMORE-TYNAN ISD,13905,H,Rural,42,Rural-Distant,N
995,SLATON ISD,152903,G,Non-metropolitan Stable,31,Town-Fringe,N
996,SLIDELL ISD,249908,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
997,SLOCUM ISD,1909,H,Rural,43,Rural-Remote,N
998,SMITHVILLE ISD,11904,G,Non-metropolitan Stable,41,Rural-Fringe,N
999,SMYER ISD,110906,H,Rural,42,Rural-Distant,N
1000,SNOOK ISD,26903,H,Rural,42,Rural-Distant,N
1001,SNYDER ISD,208902,G,Non-metropolitan Stable,33,Town-Remote,N
1002,SOCORRO ISD,71909,A,Major Urban,11,City-Large,N
1003,SOMERSET ISD,15909,G,Non-metropolitan Stable,41,Rural-Fringe,N
1004,SOMERVILLE ISD,26902,H,Rural,42,Rural-Distant,N
1005,SONORA ISD,218901,H,Rural,33,Town-Remote,N
1006,SOUTH SAN ANTONIO ISD,15908,B,Major Suburban,11,City-Large,N
1007,SOUTH TEXAS ISD,31916,F,Non-metropolitan Fast Growing,41,Rural-Fringe,N
1008,SOUTHLAND ISD,85903,H,Rural,42,Rural-Distant,N
1009,SOUTHSIDE ISD,15917,B,Major Suburban,41,Rural-Fringe,N
1010,SOUTHWEST ISD,15912,B,Major Suburban,41,Rural-Fringe,N
1011,SOUTHWEST PREPARATORY SCHOOL,15807,I,Charter School Districts,11,City-Large,Y
1012,SOUTHWEST SCHOOL,101838,I,Charter School Districts,11,City-Large,Y
1013,SPEARMAN ISD,98904,H,Rural,33,Town-Remote,N
1014,SPLENDORA ISD,170907,D,Other Central City Suburban,41,Rural-Fringe,N
1015,SPRING BRANCH ISD,101920,B,Major Suburban,11,City-Large,N
1016,SPRING CREEK ISD,117907,H,Rural,42,Rural-Distant,N
1017,SPRING HILL ISD,92907,D,Other Central City Suburban,13,City-Small,N
1018,SPRING ISD,101919,B,Major Suburban,21,Suburb-Large,N
1019,SPRINGLAKE-EARTH ISD,140907,H,Rural,43,Rural-Remote,N
1020,SPRINGTOWN ISD,184902,D,Other Central City Suburban,31,Town-Fringe,N
1021,SPUR ISD,63903,H,Rural,43,Rural-Remote,N
1022,SPURGER ISD,229905,H,Rural,43,Rural-Remote,N
1023,ST ANTHONY SCHOOL,57836,I,Charter School Districts,11,City-Large,Y
1024,ST MARY'S ACADEMY CHARTER SCHOOL,13801,I,Charter School Districts,32,Town-Distant,Y
1025,STAFFORD MSD,79910,B,Major Suburban,21,Suburb-Large,N
1026,STAMFORD ISD,127906,H,Rural,32,Town-Distant,N
1027,STANTON ISD,156902,D,Other Central City Suburban,42,Rural-Distant,N
1028,STEP CHARTER SCHOOL,101859,I,Charter School Districts,11,City-Large,Y
1029,STEPHEN F AUSTIN STATE UNIVERSITY,174801,I,Charter School Districts,33,Town-Remote,Y
1030,STEPHENVILLE ISD,72903,E,Independent Town,33,Town-Remote,N
1031,STERLING CITY ISD,216901,H,Rural,43,Rural-Remote,N
1032,STOCKDALE ISD,247906,H,Rural,42,Rural-Distant,N
1033,STRATFORD ISD,211902,H,Rural,43,Rural-Remote,N
1034,STRAWN ISD,182905,H,Rural,43,Rural-Remote,N
1035,SUDAN ISD,140908,H,Rural,43,Rural-Remote,N
1036,SULPHUR BLUFF ISD,112910,H,Rural,43,Rural-Remote,N
1037,SULPHUR SPRINGS ISD,112901,E,Independent Town,33,Town-Remote,N
1038,SUNDOWN ISD,110907,H,Rural,42,Rural-Distant,N
1039,SUNNYVALE ISD,57919,D,Other Central City Suburban,41,Rural-Fringe,N
1040,SUNRAY ISD,171902,H,Rural,42,Rural-Distant,N
1041,SWEENY ISD,20906,D,Other Central City Suburban,32,Town-Distant,N
1042,SWEET HOME ISD,143905,H,Rural,42,Rural-Distant,N
1043,SWEETWATER ISD,177902,G,Non-metropolitan Stable,32,Town-Distant,N
1044,TAFT ISD,205907,D,Other Central City Suburban,31,Town-Fringe,N
1045,TAHOKA ISD,153904,H,Rural,32,Town-Distant,N
1046,TARKINGTON ISD,146907,G,Non-metropolitan Stable,42,Rural-Distant,N
1047,TATUM ISD,201910,D,Other Central City Suburban,42,Rural-Distant,N
1048,TAYLOR ISD,246911,D,Other Central City Suburban,31,Town-Fringe,N
1049,TEAGUE ISD,81904,G,Non-metropolitan Stable,33,Town-Remote,N
1050,TEKOA ACADEMY OF ACCELERATED STUDI,123803,I,Charter School Districts,13,City-Small,Y
1051,TEMPLE ISD,14909,D,Other Central City Suburban,13,City-Small,N
1052,TENAHA ISD,210904,H,Rural,42,Rural-Distant,N
1053,TERLINGUA CSD,22004,H,Rural,43,Rural-Remote,N
1054,TERRELL COUNTY ISD,222901,H,Rural,43,Rural-Remote,N
1055,TERRELL ISD,129906,C,Other Central City,32,Town-Distant,N
1056,TEXANS CAN ACADEMIES,57804,I,Charter School Districts,11,City-Large,Y
1057,TEXARKANA ISD,19907,E,Independent Town,13,City-Small,N
1058,TEXAS CITY ISD,84906,D,Other Central City Suburban,22,Suburb-Midsize,N
1059,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,I,Charter School Districts,21,Suburb-Large,Y
1060,TEXAS EMPOWERMENT ACADEMY,227805,I,Charter School Districts,11,City-Large,Y
1061,TEXAS JUVENILE JUSTICE DEPARTMENT,227622,,,33,Town-Remote,N
1062,TEXAS LEADERSHIP,226801,I,Charter School Districts,12,City-Midsize,Y
1063,TEXAS PREPARATORY SCHOOL,105802,I,Charter School Districts,13,City-Small,Y
1064,TEXAS SCH FOR THE BLIND & VISUALLY,227905,,,11,City-Large,N
1065,TEXAS SCH FOR THE DEAF,227906,,,11,City-Large,N
1066,TEXAS SCHOOL OF THE ARTS,220814,I,Charter School Districts,21,Suburb-Large,Y
1067,TEXAS SERENITY ACADEMY,170801,I,Charter School Districts,21,Suburb-Large,Y
1068,TEXHOMA ISD,211901,H,Rural,43,Rural-Remote,N
1069,TEXLINE ISD,56902,H,Rural,43,Rural-Remote,N
1070,THE EXCEL CENTER (FOR ADULTS),227827,I,Charter School Districts,11,City-Large,Y
1071,THE GATHERING PLACE,15841,,,11,City-Large,Y
1072,THE LAWSON ACADEMY,101864,I,Charter School Districts,11,City-Large,Y
1073,THE PRO-VISION ACADEMY,101868,I,Charter School Districts,11,City-Large,Y
1074,THE RHODES SCHOOL,101861,I,Charter School Districts,21,Suburb-Large,Y
1075,THE VARNETT PUBLIC SCHOOL,101814,I,Charter School Districts,11,City-Large,Y
1076,THORNDALE ISD,166905,H,Rural,42,Rural-Distant,N
1077,THRALL ISD,246912,H,Rural,42,Rural-Distant,N
1078,THREE RIVERS ISD,149902,H,Rural,43,Rural-Remote,N
1079,THREE WAY ISD,72901,H,Rural,42,Rural-Distant,N
1080,THROCKMORTON COLLEGIATE ISD,224901,H,Rural,43,Rural-Remote,N
1081,TIDEHAVEN ISD,158902,G,Non-metropolitan Stable,42,Rural-Distant,N
1082,TIMPSON ISD,210905,H,Rural,43,Rural-Remote,N
1083,TIOGA ISD,91907,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1084,TOLAR ISD,111903,E,Independent Town,42,Rural-Distant,N
1085,TOM BEAN ISD,91918,H,Rural,42,Rural-Distant,N
1086,TOMBALL ISD,101921,B,Major Suburban,21,Suburb-Large,N
1087,TORNILLO ISD,71908,G,Non-metropolitan Stable,41,Rural-Fringe,N
1088,TREETOPS SCHOOL INTERNATIONAL,220801,I,Charter School Districts,11,City-Large,Y
1089,TRENT ISD,221905,H,Rural,42,Rural-Distant,N
1090,TRENTON ISD,74912,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1091,TRINIDAD ISD,107907,H,Rural,42,Rural-Distant,N
1092,TRINITY BASIN PREPARATORY,57813,I,Charter School Districts,11,City-Large,Y
1093,TRINITY CHARTER SCHOOL,46802,I,Charter School Districts,41,Rural-Fringe,Y
1094,TRINITY ISD,228903,G,Non-metropolitan Stable,41,Rural-Fringe,N
